congress,rollnumber,chamber,bill_no,type,reverse_vote,aid_type,bill_name,link_1,link_2,Column,Column2,Column3
87,141,House,HR11038,econ,Y,,Second Supplemental Appropriation Bill. Gross (r Iowa) Motion To Recommit With Instructions To Limit U.S. Contribution To U.N. Congo Costs.,https://voteview.com/rollcall/RH0870141,,,,
87,147,House,HR11289,mil,N,,Appropriate $47.8 Billion To Defense Dept.,https://voteview.com/rollcall/RH0870147,,,,
87,163,House,HR11500,mil,N,,"Extend The Defense Production Act Of 1950 For Two Years, To June 30 1964.",https://voteview.com/rollcall/RH0870163,,,,
87,173,House,HR11921,econ,N,,"Foreign Aid 196 2. New Appropriations For Fiscal 1963, Including Certain 4 Year Authorizations, And Alliance For Progress Funds.",https://voteview.com/rollcall/RH0870173,,,,
87,181,House,S2996,econ,N,FAA,Pl87-565 Foreign Assistance Act Of 1962,https://voteview.com/rollcall/RH0870181,,,,
87,200,House,S2768,econ,N,,Match Up To 100m Un Bonds,https://voteview.com/rollcall/RH0870200,,,,
87,215,House,SJRE2245,gov,N,,"Grant President Standby Authority Until Feb. 28, 1963, To Call 15000 0 Members Of The Ready Reserve To Active Duty.",https://voteview.com/rollcall/RH0870215,,,,
87,218,House,SJRE230,gov,N,,Prevent Spread Of Communism From Cuba,https://voteview.com/rollcall/RH0870218,,,,
87,232,House,HCRE570,gov,N,,Us Will Defend Allied Rights In Berlin,https://voteview.com/rollcall/RH0870232,,,,
87,234,House,HR13175,econ,N,,Foreign Aid Appropriationss,https://voteview.com/rollcall/RH0870234,,,,
88,6,House,HR2438,mil,N,,Extend The Induction Provisions Of The Universal Military Training And Service Act. Passage.,https://voteview.com/rollcall/RH0880006,,,,
88,8,House,HR2440,mil,N,,"Authorize $15856 ,391,000 For Military Procurement, Research And Development Of Aircraft, Missiles And Ships. Committee Amendment Adding $363,700,000 To The President's Request For Air Force Research And Development To Be Used For Rs-70 Planes.",https://voteview.com/rollcall/RH0880008,,,,
88,61,House,HR7785,econ,Y,FAA,"H.R. 7885. Foreign Assistance Act Of 1963. Amend Foreign Aid Law And Authorize Appropriations Of $4,087,075,000 For Foreign Aid In Fiscal 1964. Adair (r-ind.) Motion To Recommit With Instructions To Reduce Appropriations.",https://voteview.com/rollcall/RH0880061,,,,
88,62,House,HR7885,econ,N,,4.09b For Aid,https://voteview.com/rollcall/RH0880062,,,,
88,73,House,HR1779,mil,N,,Defensedept Appropriations,https://voteview.com/rollcall/RH0880073,,,,
88,95,House,S777,gov,N,,Authorize A 2-year $20 Million Appropriation For The Arms Control And Disarmament Agency. Passage.,https://voteview.com/rollcall/RH0880095,,,,
88,100,House,HR7885,econ,N,FAA,"To Amend Furth.R. The Foreign Assistance Act Of 1961, As Amended, And For Oth.R. Purposes.",https://voteview.com/rollcall/RH0880100,,,,
88,110,House,HR9139,mil,N,,Military Construction Appropriations. Adoption Of Conference Report.,https://voteview.com/rollcall/RH0880110,,,,
88,130,House,HR9637,mil,N,,16.9b Mil Procurement,https://voteview.com/rollcall/RH0880130,,,,
88,132,House,HR9022,econ,Y,,312 Inter Deve Assn,https://voteview.com/rollcall/RH0880132,,,,
88,134,House,S2455,gov,Y,,"Authorize $115 Million For Peace Corps Operations In Fiscal 1965. Gross Motion To Recommit To Foreign Affairs Comm. With Instructions To Reduce The Authorization To $95,963,971.",https://voteview.com/rollcall/RH0880134,,,,
88,164,House,HR11369,mil,N,,"Appropriate $15 99,014,500 For Construction Of Military Facilities And Family Housing. Passage.",https://voteview.com/rollcall/RH0880164,,,,
88,170,House,HR11380,econ,Y,FAA,"H.R. 11380. The Foreign Assistance Act Of 1964. Adair Motion To Recommit With Instructions To Reduce The Fiscal 1965 Authorization For Development Loans By $750,000,000 And The President's Contingency Fund By $50,000,000.",https://voteview.com/rollcall/RH0880170,,,,
88,171,House,HR11380,econ,N,FAA,To Amend Further The Foreign Assistance Act Of 1961,https://voteview.com/rollcall/RH0880171,,,,
88,180,House,HR11812,econ,Y,,"Rhodes Motion To Recommit To The Appropriations Comm. With Instructions To Reduce Economic Aid Funds By $247., Million.",https://voteview.com/rollcall/RH0880180,,,,
88,197,House,HJRE1145,gov,N,,Gulf Of Tonkin Res,https://voteview.com/rollcall/RH0880197,,,,
89,11,House,HR45,gov,N,,"To Pass H.R. 45, A Bill To Amend The Inter-american Development Bank Act.",https://voteview.com/rollcall/RH0890011,,,,
89,39,House,HR6497,gov,Y,,"To Recommit H.R. 6497, A Bill To Authorize An Increase In The International Monetary Fund Quota Of The United States.",https://voteview.com/rollcall/RH0890039,,,,
89,40,House,HR6497,gov,N,,"To Pass H.R. 6497, A Bill To Authorize An Increase In The International Monetary Fund Quota Of U.S.",https://voteview.com/rollcall/RH0890040,,,,
89,55,House,HR7750,econ,Y,FAA,"To Recommit H.R. 7750, A Bill To Further Amend The Foreign Assistanc Act Of 1961.",https://voteview.com/rollcall/RH0890055,,,,
89,56,House,HR7750,econ,N,FAA,"To Pass H.R. 7750, A Bill To Further Amend The 1961 Foreign Assistance Act.",https://voteview.com/rollcall/RH0890056,,,,
89,100,House,S1742,gov,N,,"To Pass S. 1742, A Bill To Permit U.S. Governors Of The International Bank For Reconstruction And Development And The International Finance Corporation To Agree To Amendments To The Articles Of Greement Of Such Bank And Corporation.",https://voteview.com/rollcall/RH0890110,,,,
89,120,House,HR7550,econ,N,FAA,"For Aid Asst Act, Pl 89-171",https://voteview.com/rollcall/RH0890120,https://en.wikipedia.org/wiki/Foreign_Assistance_Act,,,
89,129,House,HR9042,gov,N,,"To Pass H.R. 9042, A Bill For Implementation Of Agreement Between United States And Canada Cncerning Automotive Products.",https://voteview.com/rollcall/RH0890129,,,,
89,157,House,HR9221,mil,N,,"To Agree To Conference Report On H.R. 9221, The 1966 Department Of Defense Appropriations",https://voteview.com/rollcall/RH0890157,,,,
89,160,House,HRES560,gov,N,,"To Suspend The Rules And Agree To H. Res. 560, A Resolution On Communism In Western Hemisphere.",https://voteview.com/rollcall/RH0890160,,,,
89,163,House,HR30,gov,N,,"To Pass H.R. 30, A Bill To Permit U.S. Participation In Inter-american Cultural And Trade Center",https://voteview.com/rollcall/RH0890163,,,,
89,182,House,HR10871,econ,Y,FAA,"To Recommit H.R. 10871, The Foreign Assistance Appropriations, With Instructions To The Conferees To Insist On Disagreement To Amendment No. 7, Which Deleted North Vietnam Fron The Language Prohibiting Aid To Countries That Furnish Aid To Cuba Or North Vietnam.",https://voteview.com/rollcall/RH0890182,,,,
89,183,House,HR10871,econ,N,FAA,"To Agree To Conference Report On H.R. 10871, The Foreign Assistance Appropriations.",https://voteview.com/rollcall/RH0890183,,,,
89,186,House,SJRES32,gov,N,,"To Agree To S. J. Res. 32, A Resolution For Contributions To The Ryukyu Islands.",https://voteview.com/rollcall/RH0890186,,,,
89,213,House,HR12169,econ,N,,"To Agree To H. Res. 742, The Rule Permitting Consideration Of H.R. 12169, The Supplemental Foreign Assistance Authorization.",https://voteview.com/rollcall/RH0890213,,,,
89,214,House,HR12169,econ,Y,FAA,"To Recommit H.R. 12169, The Supplemental Foreign Assistance Authorization, With Instructions To Limit Funds For Vietnam, Laos, Thailand, And The Dominican Republic.",https://voteview.com/rollcall/RH0890214,,,,
89,215,House,HR12169,econ,N,FAA,"For Aid Asst Act, Pl 89-371",https://voteview.com/rollcall/RH0890215,,,,
89,216,House,HR12889,mil,N,,"To Pass H.R. 12889, Supplemental Authorizations For Military Procurement For Fiscal 1966.",https://voteview.com/rollcall/RH0890216,,,,
89,222,House,HR13546,mil,N,,"To Pass H.R. 13546, The 1966 Supplemental Defense Appropriations.",https://voteview.com/rollcall/RH0890222,,,,
89,265,House,HR14643,gov,N,,"To Suspend The Rules And Pass H.R. 14643, The International Education Act Of 1966.",https://voteview.com/rollcall/RH0890265,,,,
89,272,House,HR14929,gov,Y,,"To Recommit H.R. 14929, The Food For Freedom Act Of 1966, With Instructions To Change The Resale Formula Section And To Deny Comunist Governments Access To Loans.",https://voteview.com/rollcall/RH0890272,,,,
89,273,House,HR14929,gov,N,,"To Pass H.R. 14929, The Food For Freedom Act Of 1966.",https://voteview.com/rollcall/RH0890273,,,,
89,283,House,S2950,mil,N,,"To Agree To Conference Report On S. 2950, The 1965 Armed Forces Procurement Authorization.",https://voteview.com/rollcall/RH0890283,,,,
89,284,House,HR15750,econ,Y,FAA,"To Recommit H.R. 15750, The Foreign Assistance Act Of 1966, With Instructions To Reduce From 2 Years To 1 All Authorizations Except For Development Loan Fund And For The Alliance For Progress And To Reduce The Amount For Development Assistance.",https://voteview.com/rollcall/RH0890284,,,,
89,285,House,HR15750,econ,N,FAA,"For Aid Asst Act, Pl 89-583",https://voteview.com/rollcall/RH0890285,,,,
89,286,House,HR15941,mil,N,,"To Pass H.R. 15941, Department Of Defense Appropriations.",https://voteview.com/rollcall/RH0890286,,,,
89,294,House,S3105,mil,N,,"To Pass S. 3105, A Bill Authorizing Construction At Military Installations.",https://voteview.com/rollcall/RH0890294,,,,
89,311,House,HR15941,mil,N,,"To Agree To The Conference Report On H.R. 15941, The 1967 Department Of Defence Appropriations",https://voteview.com/rollcall/RH0890311,,,,
89,323,House,HR1575,econ,N,FAA,"To Agree To The Conference Report On H.R. 15750, The 1966 Foreign Assistance Act.",https://voteview.com/rollcall/RH0890323,,,,
89,336,House,HR17637,mil,N,,"To Pass H.R. 17637, Military Construction Appropriation Bill Of 1967.",https://voteview.com/rollcall/RH0890336,,,,
89,339,House,HR15183,gov,N,,"To Suspend The Rules And Pass H.R. 15183, A Bill To Adjust The Status Of Cuban Refugees To That Of Lawful Permanent Residents Of The United States.",https://voteview.com/rollcall/RH0890339,,,,
89,340,House,SJR167,gov,N,,"To Suspend The Rules And Pass S. J. Res. 167, A Bill On The International Conference On Water For Peace To Be Held In United States In 1967.",https://voteview.com/rollcall/RH0890340,,,,
89,342,House,HR17788,econ,Y,,"To Recommit H.R. 17788, The 1967 Foreign Assistance And Related Agencies Appropriations Bill, With Instructions To Cut The Total Amount Of Foreign Assistance By Approximately 10 Percent",https://voteview.com/rollcall/RH0890342,,,,
89,363,House,HR17788,econ,N,FAA,"To Pass H.R. 17788, The 1967 Foreign Assistance And Related Agencies Appropriations Bill.",https://voteview.com/rollcall/RH0890343,,,,
89,364,House,HR17788,econ,N,,"To Adopt The Conference Report On H.R. 17788, The Foreign Assistance And Related Agencies Appropriation Bill, 1967.",https://voteview.com/rollcall/RH0890364,,,,
89,365,House,HR15941,mil,N,,"To Recede And Concur With An Amendment In Senate Amendment No. 5 To H.R. 15941, The 1967 Department Of Defense Appropriations.",https://voteview.com/rollcall/RH0890365,,,,
89,367,House,HR12047,gov,N,,"To Pass H.R. 12047, A Bill Pertaining To Vietnam And Obstruction Of Armed Forces.",https://voteview.com/rollcall/RH0890367,,,,
89,372,House,S3675,gov,N,,"To Pass S. 3675, A Bill To Determine The Claims Of Nationals Of The United States Against The Chinese Communists Regime",https://voteview.com/rollcall/RH0890372,,,,
89,375,House,HR18381,gov,Y,,"To Recommit H.R. 18381, 1967 Supplemental Appropriations, With Instructions To Prevent The Export-import Bank From Making Loans To Communist Countries.",https://voteview.com/rollcall/RH0890375,,,,
90,17,House,HR4515,mil,Y,,"To Recommit H.R. 4515, A Bill To Authorize Supplemental Military Procurement, Research & Development, And Construction, With Instructions To Amend By Providing That None Of The Funds Authorized Under The Bill Be Used To Carry Out Military Operations In Or Over North Vietnam.",https://voteview.com/rollcall/RH0900017,,,,
90,19,House,HJR267,econ,N,,"To Pass H.J. Res. 267, A Bill To Authorize Emergency Food Assistance To India.",https://voteview.com/rollcall/RH0900019,,,,
90,22,House,HR7123,mil,N,,"To Pass H.R. 7123, The Supplemental Defense Appropriations Bill 1967, Which Provides $12 Billion For Support Of Armed Forces In Vietnam.",https://voteview.com/rollcall/RH0900022,,,,
90,26,House,HR5277,gov,N,,"To Pass H.R. 5277, A Bill To Provide For Continuance Of Civil Gov't For Trust Territory Of The Pacific Islands, By Authorizing A Total Increase Of $42.5 Million Over Next 3 Fiscal Years In Appropriations.",https://voteview.com/rollcall/RH0900026,,,,
90,30,House,HJR428,gov,N,,"To Pass H.J. Res. 428, Expressing Congressional Support For A New Phase Of Alliance For Progress, Including The Possibility Of A Latin American Common Market.",https://voteview.com/rollcall/RH0900031,,,,
90,51,House,HR9240,mil,N,,"To Pass H.R. 9240, Appropriating $21.4 Billion For Defense Procurement, Research, And Development, In Fiscal 1968.",https://voteview.com/rollcall/RH0900051,,,,
90,74,House,HR10738,mil,N,,"To Pass H.R. 10738, Department Of Defense Appropriations 1968, Totaling $70.3 Billion.",https://voteview.com/rollcall/RH0900074,,,,
90,101,House,HR9547,gov,Y,,"To Recommit H.R. 9547, A Bill To Amend The Inter-american Development Bank Act, With Instructions To Keep Our Present Commitment To The Special Operations Funds At $250 Million Per Year Rather Than Increasing It To $300 Million.",https://voteview.com/rollcall/RH0900101,,,,
90,102,House,HR9547,gov,N,,"To Pass H.R. 9547, A Bill To Amend The Inter-american Development Bank Act, By Authorizing An Increase In Our Contribution To The Special Operations Fund, From $250 To $300 Million Per Year.",https://voteview.com/rollcall/RH0900102,,,,
90,105,House,HR7051,mil,N,,To Pass H.R. 7051 Authorizing Construction At Military Installations.,https://voteview.com/rollcall/RH0900105,,,,
90,119,House,HR12048,econ,Y,,"To Amend H.R. 12048, The Foreign Assistance Act Of 1967, By Eliminating Section 3, Which Allows Private Arms Suppliers In The U.S. To Sell Arms To Foreign Governments In Exchange For Promissory Notes.",https://voteview.com/rollcall/RH0900119,,,,
90,121,House,HR12048,econ,N,,"To Pass H.R. 12048, The Foreign Assistance Act Of 1967, A Bill Authorizing $3.16 Billion For Foreign Assistance Program In 1968, And $3.58 Billion For 1969, And Providing Among Other Things, Military Assistance To 50 Countries, A Development Loan Fund, And Technical Cooperation And Development Grants.",https://voteview.com/rollcall/RH0900121,,,,
90,148,House,HR4903,econ,N,,"To Suspend The Rules And Pass H.R. 4903, A Bill Providing For Economic And Social Development In The Ryukyu Islands.",https://voteview.com/rollcall/RH0900148,,,,
90,150,House,HR9796,gov,N,,"To Suspend The Rules And Pass H.R. 9796, A Bill Authorizing Extension Of The Loan Of 15 Naval Vessels To Brazil, Chile, Germany, Greece, Korea, Portugal, Spain, And The Republic Of China.",https://voteview.com/rollcall/RH0900150,,,,
90,152,House,HR11722,mil,N,,"Conference Report On H.R. 11722, Military Construction Authorization.",https://voteview.com/rollcall/RH0900152,,,,
90,178,House,HR13606,mil,N,,"To Pass H.R. 13606, Military Construction Appropriation Bill, 1968, Appropriating $2,142 Million To The Dept. Of Defense In Fiscal 1968 For Military Construction.",https://voteview.com/rollcall/RH0900178,,,,
90,201,House,S1872,econ,Y,FAA,"Conference Report On S. 1872, Foreign Assistance Act Of 1967;to Recommit The Bill To The Conference Committee With Instructions To House Managers To Insist Upon Two House Amendments Which 1) Forbid The U.S. To Acquire Or Provide Defense Articles From Or To Any Nation Trading With North Vietnam And 2) End Most-favored Nation Trade Agreements With Poland Until That Country Ceases Arms Shipment To North Vietnam Or Until The Cessation Of Hostilities In Vietnam.",https://voteview.com/rollcall/RH0900201,https://voteview.com/rollcall/RH0900202,,,
90,202,House,S1872,econ,N,FAA,"For Aid Asst Act, Pl 90-137",https://voteview.com/rollcall/RH0900202,,,,
90,209,House,HR13893,econ,Y,,"To Recommit H.R. 13893, Foreign Assistance And Related Agencies Appropriation Bill, 1968, To The Committee On Appropriations.",https://voteview.com/rollcall/RH0900209,,,,
90,210,House,HR13893,econ,N,,"To Pass H.R. 13893, Foreign Assistance And Related Agencies Appropriation Bill, 1968.",https://voteview.com/rollcall/RH0900210,,,,
90,242,House,HR13893,econ,N,,"Conference Report On H.R. 13893, Foreign Assistance And Related Agencies Appropriations Bill, 1968; To Pass The Report Appropriating $2,295,635, Approximately $100,000,000 Above The House-passed Version For Foreign Aid And Such Agencies As A.I.D.",https://voteview.com/rollcall/RH0900242,,,,
90,268,House,HR14940,gov,Y,,"To Recommit H.R. 14940, A Bill To Amend The Arms Control And Disarmament Act In Order To Extend The Authorization For Appropriations, With Instructions To Reduce Authorization From $33 Million For 3 Years To $20 Million For 2 Years.",https://voteview.com/rollcall/RH0900268,,,,
90,269,House,HR14940,gov,N,,"To Pass H.R. 14940, A Bill To Amend The Arms Control And Disarmament Act. As Passed, H.R. 14940 Extends The Authorization For Appropriations To $20 Million For 2 Years.",https://voteview.com/rollcall/RH0900269,,,,
90,274,House,HR15364,gov,Y,,"To Recommit H.R. 15364, A Bill To Provide For Increased Participation By The U.S. In The Inter-american Development Bank, Without Instructions.",https://voteview.com/rollcall/RH0900274,,,,
90,300,House,HR15231,mil,N,,"To Pass H.R. 15231, To Authorize Certain Construction At Military Installations.",https://voteview.com/rollcall/RH0900300,,,,
90,317,House,HR16911,gov,N,,"To Pass H.R. 16911, A Bill To Provide For U.S. Participation In The Facility Based On Special Drawing Rights In The International Monetary Fund.",https://voteview.com/rollcall/RH0900317,,,,
90,349,House,HR15087,gov,Y,,"To Recommit H.R. 15087, Extending The Life Of The Peace Corps And Authorizing Appropriations For Fiscal 1969, To The Comm. On Foreign Affairs, With Instructions To Reduce Total Appropriations For Fiscal 1968 By $15 Milliom.",https://voteview.com/rollcall/RH0900349,,,,
90,350,House,HR15087,gov,N,,"To Pass H.R. 15087, A Bill Extending The Life Of The Peace Corps And Authorizing Appropriations For Fiscal 1969.",https://voteview.com/rollcall/RH0900350,,,,
90,375,House,S3293,mil,N,,"To Pass S. 3293, The Defense Procurement Authorization, 1969.",https://voteview.com/rollcall/RH0900375,,,,
90,389,House,HRES1240,econ,N,,"To Pass H. Res. 1240, Open Rule For Consideration Of H.R. 15263, The Foreign Assistance Act Of 1968.",https://voteview.com/rollcall/RH0900389,,,,
90,390,House,HR15263,econ,Y,FAA,"To Recommit H.R. 15263, The Foreign Assistance Act Of 1968, To The Committee On Foreign Affairs, With Instructions To Cut Authorizations By About $165 Million.",https://voteview.com/rollcall/RH0900390,,,,
90,419,House,HR15681,econ,N,MIL,The Foreign Military Sales Act.,https://voteview.com/rollcall/RH0900419,,,,
90,442,House,HR15263,econ,N,FAA,"For Aid Asst Act, Pl 90-554",https://voteview.com/rollcall/RH0900442,,,,
90,444,House,HR19908,econ,N,,To Resolve Into Committee Of The Whole For Consideration Of H.R. 19908.,https://voteview.com/rollcall/RH0900444,,,,
90,445,House,HR19908,econ,N,,To Pass H.R. 19908.,https://voteview.com/rollcall/RH0900446,,,,
90,476,House,HR19908,econ,N,,"To Adopt The Conference Report On H.R. 19908, The The Foreign Assistance And Related Agencies Appropriation Bill.",https://voteview.com/rollcall/RH0900476,,,,
90,478,House,HR18707,mil,N,,"To Adopt The Conference Report On H.R. 18707, Department Of Defense Appropriations.",https://voteview.com/rollcall/RH0900478,,,,
85,6,Senate,SJRE19,gov,Y,,S.J.RES. 19. AUTHORIZE PROGRAM OF MILITARY AND ECONOMIC COOPERATION WITH MIDDLE EASTERN NATIONS TO COUNTERACT COMMUNISM. AMENDMENT TO ELIMINATE AUTHORIZATION FOR USE OF $200 MILLION FOR MILITARY AND ECONOMIC AID. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850006,,,,
85,7,Senate,SJRE19,gov,N,,S.J.RES. 19. AUTHORIZE PROGRAM OF MILITARY AND ECONOMIC COOPERATION WITH MIDDLE EASTERN NATIONS. AMENDMENT URGING PRESIDENT TO CONTINUE TO SUPPORT U.N. EMERGENCY FORCE IN MIDDLE EAST. AGREED TO.,https://voteview.com/rollcall/RS0850007,,,,
85,8,Senate,SJRE19,gov,Y,,"S.J.RES. 19. AUTHORIZE PROGRAM OF MILITARY AND ECONOMIC COOPERATION WITH MIDDLE EASTERN NATIONS. AMENDMENT DIRECTING PRESIDENT TO NOTIFY CONGRESS BEFORE USING ARMED FORCES, OR TO SUBMIT ANY SUCH ACTION FOR CONGRESSIONAL APPROVAL. REJECTED.",https://voteview.com/rollcall/RS0850008,,,,
85,9,Senate,SJRE19,gov,Y,,"S.J.RES. 19. AUTHORIZE PROGRAM OF MILITARY AND ECONOMIC COOPERATION WITH MIDDLE EASTERN NATIONS. AMENDMENT TO SET EXPIRATION DATE FOR PROGRAM AS MARCH 15, 1961. REJECTED.",https://voteview.com/rollcall/RS0850009,,,,
85,10,Senate,HJRE117,gov,N,,"H.J.RES. 117. PASSAGE OF HOUSE RESOLUTION, AS AMENDED BY SENATE, AUTHORIZING PROGRAM OF MILITARY AND ECONOMIC COOPERATION WITH MIDDLE EASTERN NATIONS. YEA SUPPORTS PRESIDENT'S POSITION.",https://voteview.com/rollcall/RS0850010,,,,
85,47,Senate,S2130,econ,Y,,S. 2130. MUTUAL SECURITY ACT OF 1957. AMENDMENT TO ELIMINATE FISCAL 1959 DEFENSE SUPPORT AUTHORIZATION IN ORDER TO REDUCE AUTHORIZATION TO ONE YEAR INSTEAD OF TWO YEARS. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850047,,,,
85,48,Senate,S2130,econ,Y,, S. 2130. MUTUAL SECURITY ACT OF 1957. AMENDMENT TO REDUCE DEFENSE SUPPORT FUNDS FOR FISCAL 1958. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850048,,,,
85,49,Senate,S2130,econ,Y,,S. 2130. MUTUAL SECURITY ACT OF 1957. AMENDMENT TO REDUCE MILITARY ASSISTANCE FUNDS FOR FISCAL 1958. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850049,,,,
85,50,Senate,S2130,econ,Y,,S.2130. MUTUAL SECURITY ACT OF 1957. AMENDMENT TO REDUCE MILITARY ASSISTANCE FUNDS FOR FISCAL 1958 (BY SMALLER AMOUNT THAN IN CQ 49). REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850050,,,,
85,51,Senate,S2130,econ,Y,,"S. 2130. MUTUAL SECURITY ACT OF 1957. AMENDMENT TO DELETE DEVELOPMENT LOAN FUND PROVISION AUTHORIZING BORROWING AUTHORITY FOR FISCAL YEAR 1959 AND 1960, AND TO ELIMINATE REVOLVING CHARACTER OF FUND. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.",https://voteview.com/rollcall/RS0850051,,,,
85,52,Senate,S2130,econ,Y,,S. 2130. MUTUAL SECURITY ACT OF 1957. AMENDMENT TO REDUCE SPECIAL AUTHORITY FUNDS USED AT PRESIDENT'S DISCRETION AND REQUIRE THAT HE NOTIFY CONGRESS BEFORE USING THESE FUNDS. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850052,,,,
85,53,Senate,S2130,econ,Y,,S. 2130. MUTUAL SECURITY ACT OF 1957. AMENDMENT REQUIRING THAT SECRETARY OF STATE KEEP CONGRESS INFORMED AS TO ACTIVITIES OF GOVERNMENT DEPARTMENTS UNDER THE PROVISIONS OF THE ACT. REJECTED.,https://voteview.com/rollcall/RS0850053,,,,
85,54,Senate,S2130,econ,N,,"S. 2130. MUTUAL SECURITY ACT OF 1957. PASSED. YEA SUPPORTS PRESIDENT'S POSITION. (SEE CQ 100, 106.)",https://voteview.com/rollcall/RS0850054,,,,
85,55,Senate,Treaty,treaty,Y,,"EXEC I, 85TH CONGRESS, 1ST SESSION. STATUTE OF THE INTERNATIONAL ATOMIC ENERGY AGENCY. AMENDMENT THAT U.S. SHALL NOT MAKE FISSIONABLE MATERIALS AVAILABLE TO THAT AGENCY EXCEPT UNDER AUTHORIZATION OF CONGRESS. REJECT.",https://voteview.com/rollcall/RS0850055,,,,
85,56,Senate,Treaty,treaty,N,,"EXEC I, 85TH CONGRESS, 1ST SESSION. STATUTE OF THE INTERNATIONAL ATOMIC ENERGY AGENCY. RATIFICATION OF TREATY. YEA SUPPORTS PRESIDENT'S POSITION.",https://voteview.com/rollcall/RS0850056,,,,
85,64,Senate,HR7665,mil,Y,,HR. 7665. FISCAL 1958 APPROPRIATIONS FOR DEPARTMENT OF DEFENSE. AMENDMENT TO REDUCE TOTAL FUNDS. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850064,,,,
85,65,Senate,HR7665,mil,N,,HR. 7665. FISCAL 1958 APPROPRIATIONS FOR DEPARTMENT OF DEFENSE. PASSED.,https://voteview.com/rollcall/RS0850065,,,,
85,100,Senate,HR9302,econ,N,,HR. 9302. MUTUAL SECURITY APPROPRIATIONS FOR FISCAL 1958. AMENDMENT TO INCREASE MILITARY ASSISTANCE FUNDS. ACCEPTED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850100,,,,
85,101,Senate,HR9302,econ,N,,HR. 9302. MUTUAL SECURITY APPROPRIATIONS FOR FISCAL 1958. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850101,,,,
85,108,Senate,HR10146,mil,N,,HR. 10146. FISCAL 1958 SUPPLEMENTAL DEFENSE APPROPRIAPTION BILL FOR ACCELERATED MISSLE-DEFENSE PROGRAM. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850108,,,,
85,138,Senate,S3420,econ,Y,,S. 3420. EXTENSION OF AGRICULTURAL TRADE DEVELOPMENT AND ASSISTANCE ACT. AMENDMENT TO GIVE CONGRESS CONTROL OVER SPENDING FOREIGN CURRENCIES RECEIVED FROM SALE OF FARM SURPLUSES. REJECTED.,https://voteview.com/rollcall/RS0850138,,,,
85,140,Senate,S3420,econ,Y,,S. 3420. EXTENSION OF AGRICULTURAL TRADE DEVELOPMENT AND ASSISTANCE ACT. AMENDMENT TO RESTRICT EXTENSION OF LAW TO ONE YEAR. REJECTED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850140,,,,
85,170,Senate,HR11470,mil,N,,HR. 11470. RAISE PAY OF MILITARY PERSONNEL. PASSED. YEA SUPPORTS PRESIDENT'S POSITION,https://voteview.com/rollcall/RS0850170,,,,
85,183,Senate,HR12181,econ,Y,,HR. 12181. MUTUAL SECURITY ACT OF 1958. AMENDMENT TO CUT MILITARY ASSISTANCE AND DEFENSE SUPPORT FUNDS. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850183,,,,
85,184,Senate,HR12181,econ,Y,,HR. 12181. MUTUAL SECURITY ACT OF 1958. AMENDMENT TO BAR AID TO DOMINICAN REPUBLIC. REJECTED.,https://voteview.com/rollcall/RS0850184,,,,
85,187,Senate,HR12181,econ,Y,,HR. 12181. MUTUAL SECURITY ACT OF 1958. AMENDMENT TO ELIMINATE LANGUAGE STATING THAT U.S. SHOULD JOIN OTHER NATIONS TO HELP INDIA COMPLETE CURRENT ECONOMIC DEVELOPMENT PROGRAM. REJECTED,https://voteview.com/rollcall/RS0850187,,,,
85,188,Senate,HR12181,econ,Y,,HR. 12181. MUTUAL SECURITY ACT OF 1958. AMENDMENT TO BAR AID TO YUGOSLAVIA AND POLAND. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850188,,,,
85,189,Senate,HR12181,econ,Y,,HR. 12181. MUTUAL SECURITY ACT OF 1958. AMENDMENT TO REDUCE MILITARY ASSISTANCE FUNDS. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0850189,,,,
