congress,chamber,rollnumber,type_1,type_2,reverse_vote,bill_number,dtl_desc
101,House,168,mil,appropriations,Y,,"TO AMEND HR 2461, FISCAL 1990-91 DEFENSE DEPARTMENT AUTHORIZATION, TO PROHIBIT FUNDING FOR CHEMICAL MUNITION PROJECTILES PRODUCTION."
101,House,169,mil,appropriations,N,,"TO AMEND HR 2461, FISCAL 1990-91 DEFENSE DEPARTMENT AUTHORIZATION, TO EXPRESS THE SENSE OF CONGRESS IN SUPPORT OF THE ONGOING TALKS TOWARD A COMPREHENSIVE, VERIFIABLE BAN ON ALL CHEMICAL WEAPONS."
101,House,175,mil,appropriations,N,,"TO PASS HR 2461, FISCAL 1990-91 DEFENSE DEPARTMENT AUTHORIZATION, TO AUTHORIZE FUNDS FOR FISCAL 1990 AND 1991 FOR THE DEPARTMENT OF DEFENSE."
101,House,179,mil,construction,N,,"TO PASS HR 3012, MILITARY CONSTRUCTION APPROPRIATIONS, TO GIVE FUNDS TOWARDS MILITARY CONSTRUCTION FOR THE DEPARTMENT OF DEFENSE."
101,House,208,mil,appropriations,N,,"TO PASS HR 3072, DEFENSE APPROPRIATIONS 1990, TO GIVE FUNDS FOR MILITARY OPERATIONS FOR FISCAL 1990."
101,House,214,gov,national,N,,"TO PASS HR 1594, FAVORED-NATION STATUS FOR HUNGARY, TO EXTEND FOR FIVE YEARS THE NONDISCRIMINATORY TREATMENT OF PRODUCTS RECEIVED FROM THE PEOPLE'S REPUBLIC OF HUNGARY."
101,House,223,gov,national,N,,"TO AMEND H RES 128, TO EXPRESS THE SENSE OF THE HOUSE IN REGARDS TO THE SITUATION IN LEBANON."
101,House,224,gov,national,N,,"TO SUSPEND THE RULES AND PASS HR 1495, ARMS CONTROL AGENCY AUTHORIZATION, TO AMEND THE ARMS CONTROL AND DISARMAMENT ACT TO ALLOW FUNDS TO BE APPROPRIATED FOR THE ARMS CONTROL AND DISARMAMENT AGENCY."
101,House,259,econ,nonmilitary,Y,,"TO AMEND HR 3385, NICARAGUAN ELECTIONS, TO REDUCE FUNDING FOR THE AGENCY FOR INTERNATIONAL DEVELOPMENT AND TO MAKE THOSE FUNDS AVAILABLE FOR USE BY THE COUNCIL FOR FREELY ELECTED HEADS OF GOVERNMENT."
101,House,260,econ,nonmilitary,N,,"TO PASS HR 3385, NICARAGUAN ELECTIONS, TO GIVE HELP TO INSURE FREE AND FAIR ELECTIONS IN NICARAGUA."
101,House,277,gov,national,N,,"TO PASS HR 1495, ARMS CONTROL AGENCY AUTHORIZATION, TO AMEND THE ARMS CONTROL AND DISARMAMENT ACT TO GIVE FUNDS TO THE ARMS CONTROL AND DISARMAMENT AGENCY."
101,House,278,gov,national,N,,"TO PASS HR 2748, INTELLIGENCE AUTHORIZATION, TO GIVE FUNDS FOR FISCAL YEAR 1990 FOR INTELLIGENCE ACTIVITIES OF THE GOVERNMENT AND RELATED AGENCIES."
101,House,279,gov,national,N,,"TO AMEND H CON RES 194, SUPPORT FOR COLOMBIAN PEOPLE, TO EXPRESS THE SUPPORT OF THE CONGRESS TOWARDS THE COURAGEOUS PEOPLE OF COLUMBIA."
101,House,283,econ,unspecified,N,,"TO PASS HR 2494, INTERNATIONAL DEVELOPMENT AND FINANCE, TO AUTHORIZE APPROPRIATIONS FOR THE TIED AID CREDIT FUND."
101,House,285,econ,nonmilitary,N,,"TO  PASS HR 3402, AID TO POLAND AND HUNGARY, TO GIVE FUNDS TO HELP THESE TWO COUNTRIES TOWARDS THE DEVELOPMENT OF DEMOCRACY."
101,House,321,gov,national,N,,"TO RECOMMIT BACK TO COMMITTEE H CON RES 221, SUPPORT OF DEMOCRACY IN CENTRAL AMERICA, WITH INSTRUCTIONS."
101,House,322,gov,national,N,,"TO APPROVE H CON RES 221, SUPPORT OF DEMOCRACY IN CENTRAL AMERICA, TO REAFFIRM UNITED STATES SUPPORT FOR DEMOCRACY AND PEACE IN CENTRAL AMERICA."
101,House,323,gov,national,N,,"TO INSTRUCT THE HOUSE CONFEREES TO HR 2712, CHINESE IMMIGRANT STATUS, TO HELP CHINESE NATIONALS IN THE UNITED STATES BY WAIVING FOREIGN REQUIREMENTS."
101,House,333,mil,appropriations,N,,"TO ADOPT THE CONFERENCE REPORT TO HR 2461, DEFENSE AUTHORIZATION."
101,House,342,gov,national,N,,"TO AGREE WITH A SENATE AMENDMENT TO HR 2939, FOREIGN OPERATIONS APPROPRIATIONS."
101,House,350,gov,national,N,,MOTION TO RECEDE FROM THE HOUSE AMENDMENT AND CONCUR WITH THE SENATE AMENDMENT TO ALLOCATE FUNDS TO THE U.N. POPULATION FUND.
101,House,363,gov,national,N,,"TO PASS HR 3743, FOREIGN OPERATIONS APPROPRIATIONS, TO GIVE FUNDS TOWARDS FOREIGN OPERATIONS, EXPORTS AND RELATED ISSUES FOR FISCAL YEAR 1990."
101,House,364,gov,national,N,,"TO SUSPEND THE RULES AND PASS H CON RES 236, VIOLENCE IN EL SALVADOR, TO EXPRESS DISPLEASURE WITH THE MOUNTING VIOLENCE IN EL SALVADOR. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,371,gov,national,N,HR2712,"TO PASS HR 2712, CHINESE IMMIGRATION RELIEF, TO OVERRIDE BUSH'S VETO OF THE EMERGENCY CHINESE IMMIGRATION RELIEF ACT OF 1989. (MOTION PASSED; TWO THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,375,gov,national,N,HCONRES254,"TO SUSPEND THE RULES AND ADOPT H CON RES 254, U.N. PARTICIPATION IN CAMBODIA, TO EXPRESS THE SENSE OF CONGRESS CONCERNING NEGOTIATIONS FOR A POLITICAL SETTLEMENT IN CAMBODIA. (MOTION PASSED; TWO THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,379,gov,national,N,HCONRES262,"TO SUSPEND THE RULES AND PASS H CON RES 262, OPERATION JUST CAUSE, TO EXPRESS THE SENSE OF CONGRESS CONCERNING OPERATION JUST CAUSE IN PANAMA. (MOTION PASSED; TWO THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,409,gov,national,N,HR3386,"TO SUSPEND THE RULES AND PASS HR 3386, SANITARY TRANSPORTATION OF FOOD ACT OF 1990, TO PROHIBIT THE USE OF REFRIGERATED MOTOR VEHICLES FOR THE TRANSPORTATION OF SOLID WASTE, AND TO PROHIBIT THE USE OF CARGO TANKS IN PROVIDING MOTOR VEHICLE TRANSPORTATION OF FOOD AND HAZARDOUS MATERIALS. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,430,gov,national,N,HCONRES289,"TO SUSPEND THE RULES AND PASS H CON RES 289, LITHUANIAN INDEPENDENCE, TO SUPPORT LITHUANIAN INDEPENDENCE. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,438,gov,national,N,HRES354,"TO SUSPEND THE RULES AND PASS H RES 354, HUMAN RIGHTS IN LIBERIA, TO EXPRESS THE SENSE OF THE HOUSE OF REPRESENTATIVES REGARDING UNITED STATES MILITARY ASSISTANCE FOR THE REPUBLIC OF LIBERIA AND HUMAN RIGHTS ABUSES IN LIBERIA. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,439,gov,national,N,HCONRES290,"TO SUSPEND THE RULES AND PASS H CON RES 290, UNIFIED STATUS OF JERUSALEM, IN SUPPORT OF THE UNIFIED STATUS OF JERUSALEM. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,467,gov,national,N,HRES381,"TO SUSPEND THE RULES AND ADOPT H RES 381, HUMAN RIGHTS ABUSES BY THE CUBAN GOVERNMENT, RELATING TO HUMAN RIGHTS ABUSES BY THE CUBAN GOVERNMENT AGAINST THOSE CUBAN CITIZENS WHO TESTIFIED BEFORE THE CUBAN WORKING GROUP OF THE UNITED NATIONS HUMAN RIGHTS COMMISSION. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,484,econ,unspecified,N,HR4636,"TO AMEND HR 4636, SUPPLEMENTAL ASSISTANCE FOR EMERGING DEMOCRACIES ACT OF 1990, TO PERMIT THE PRESIDENT TO DETERMINE WHETHER CERTAIN SPECIFIED ACTIONS BY THE SALVADORAN GOVERNMENT HAVE OCCURRED WHICH WARRANT WITHHOLDING MILITARY AID."
101,House,518,gov,national,N,HR4653,"TO PASS HR 4653, EXPORT FACILITATION ACT OF 1990, TO REAUTHORIZE THE EXPORT ADMINISTRATION ACT OF 1979."
101,House,560,gov,national,N,HR5114,"TO AMEND HR 5114, FOREIGN OPERATIONS, EXPORT FINANCING, AND RELATED PROGRAMS APPROPRIATIONS ACT, 1991, TO EARMARK $7 MILLION IN NON-LETHAL AID TO THE NON-COMMUNIST RESISTANCE IN CAMBODIA."
101,House,561,econ,unspecified,N,HR5114,"TO PASS HR 5114, FOREIGN OPERATIONS, EXPORT FINANCING, AND RELATED PROGRAMS APPROPRIATIONS ACT, 1991, TO MAKE APPROPRIATIONS FOR FOREIGN OPERATIONS, EXPORT FINANCING, AND RELATED PROGRAMS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 1991."
101,House,634,mil,construction,N,HR5313,"TO AMEND HR 5313, MILITARY CONSTRUCTION APPROPRIATIONS ACT, 1991, TO PROVIDE AN ACROSS-THE-BOARD CUT IN ALL DISCRETIONARY FUNDS IN THE BILL."
101,House,636,mil,construction,N,HR5313,"TO PASS HR 5313, MILITARY CONSTRUCTION APPROPRIATIONS ACT, 1991, TO MAKE APPROPRIATIONS FOR MILITARY CONSTRUCTION FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 1991."
101,House,654,gov,national,N,HR5431,"TO PASS HR 5431, SANCTIONS AGAINST IRAQ ACT OF 1990, TO IMPOSE SANCTIONS ON IRAQ."
101,House,702,mil,appropriations,N,HR4739,"TO PASS HR 4739, NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 1991, TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEAR 1991 FOR MILITARY FUNCTIONS OF THE DEPARTMENT OF DEFENSE."
101,House,721,mil,appropriations,N,HR486,"TO SUSPEND THE RULES AND PASS HR 486, DEFENSE PRODUCTION ACT AMENDMENTS OF 1990, TO REVITALIZE THE DEFENSE INDUSTRIAL BASE OF THE UNITED STATES. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,741,gov,national,N,HJRES655,"TO PASS HJ RES 655, CONTINUING APPROPRIATIONS, FISCAL YEAR 1991, TO MAKE APPROPRIATIONS FOR THE FISCAL YEAR 1991, AND SUPPLEMENTAL APPROPRIATIONS FOR ""OPERATION DESERT SHIELD"" FOR FISCAL YEAR 1990."
101,House,742,gov,national,N,HJRES658,"TO SUSPEND THE RULES AND PASS HJ RES 658, IRAQI AGGRESSION AGAINST KUWAIT, TO SUPPORT ACTIONS THE PRESIDENT HAS TAKEN WITH RESPECT TO IRAQI AGGRESSION AGAINST KUWAIT AND TO DEMONSTRATE UNITED STATES RESOLVE. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,743,gov,national,N,HJRES418,"TO SUSPEND THE RULES AND PASS HJ RES 418, ANARCTIC TREATY, TO PROTECT ANTARCTICA AS A GLOBAL ECOLOGICAL COMMONS. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
101,House,778,gov,national,N,HJRES660,"TO PASS HJ RES 660, CONTINUING APPROPRIATIONS FOR FISCAL YEAR 1991, TO MAKE FURTHER CONTINUING APPROPRIATIONS FOR THE FISCAL YEAR 1991."
101,House,800,mil,appropriations,N,HR5803,"TO PASS HR 5803, DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 1991, TO MAKE APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 1991."
101,House,826,gov,national,Y,HJRES647,"TO PASS HJ RES 467, DISAPPROVING MOST FAVORED NATION TREATMENT FOR THE PEOPLE'S REPUBLIC OF CHINA, TO DISAPPROVE THE PRESIDENT'S RECOMMENDATIONS TO EXTEND NON-DISCRIMINATORY TREATMENT TO THE PRODUCTS OF THE PEOPLE'S REPUBLIC OF CHINA."
101,House,854,gov,national,N,HCONRES382,"TO SUSPEND THE RULES AND PASS H CON RES 382, IRAQI INVASION, TO EXPRESS THE SENSE OF CONGRESS THAT THE CRISIS CREATED BY IRAQ'S INVASION OF KUWAIT MUST BE ADDRESSED AND RESOLVED ON ITS OWN TERMS SEPARATELY FROM OTHER CONFLICTS IN THE REGION. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR.)"
76,House,10,mil,appropriations,N,HR3791,"TO PASS 3791, A BILL TO PROVIDE FOR THE NATIONAL DEFENSE."
76,House,11,econ,,Y,HR4011,"TO RECOMMIT H.R. 4011, A BILL PROVIDING FOR EXTENSION OF THE EXPORT-IMPORT BANK AND THE COMMODITY CREDIT CORPORATION, TO THE COMM. ON BANKING AND CURRENCY WITH INSTRUCTIONS TO AMEND THE BILL BY PROHIBITING THE EXPORT-IMPORT BANK FROM LENDING MORE THAN $5 MILLION ANNUALLY TO ANY COUNTRY OUTSIDE THE WESTERN HEMISPHERE WITHOUT THE CONSENT OF CONGRESS, AND BY PROHIBITING THE BANK FROM MAKING LOANS WITHOUT THE CONSENT OF CONGRESS IF THE PROCEEDS OF SUCH LOANS ARE SCHEDULED TO BE USED FOR THE PURCHASE OF ARMAMENTS."
76,House,12,econ,,N,HR4011,"TO PASS H.R. 4011, A BILL PROVIDING FOR THE EXTENSION OF EXPORT-IMPORT BANK AND COMMODITY CREDIT CORPORATION."
76,House,13,mil,,Y,HR4278,"TO AMEND H.R. 4278, NAVAL AVIATION FACILITIES BILL, BY REMOVING FROM H.R. 4278 THE PROVISION THAT $5 MILLION IS TO BE SPENT TOWARD THE FORTIFICATION OF GUAM FOR DEFENSIVE PURPOSES."
76,House,40,mil,appropriations,N,HR6149,"TO PASS H.R. 6149, A BILL MAKING APPROPRIATIONS FOR DEPT. OF THE NAVY FOR FISCAL 1940."
76,House,49,mil,appropriations,N,S1369,"TO PASS S. 1369, A BILL TO AUTHORIZE NECESSARY FACILITIES FOR THE COAST GUARD."
76,House,50,mil,appropriations,N,S1842,"TO PASS S. 1842, A BILL TO AUTHORIZE CONSTRUCTION OF CERTAIN VESSELS FOR COAST GUARD AND GOEDETIC SURVEY."
76,House,62,mil,appropriations,Y,HR6791,"TO AMEND H.R. 6791- SUPPLEMENTAL MILITARY ESTABLISHMENT APPROPRIATION BILL, FISCAL YR. 1940, BY REDUCING THE APPROPRIATION FOR AIRPLANE CONSTRUCTION BY APPROXIMATELY $37 MILLION."
76,House,70,gov,national,Y,HJR306,"TO AMEND H.J. RES. 306,  NEUTRALITY ACT OF 1939, BY PROHIBITING THE EXPORT OF ARMS FROM THE U.S. TO ANY OF THE BELLIGERENTS NAMED WHEN, UNDER SECTION 1(A) OF THE NEUTRALITY ACT, THE PRESIDENT DECLARES THE EXISTENCE OF A STATE OF WAR OR BELLIGERENCE AMONG 2 OR MORE NATIONS."
76,House,71,gov,national,Y,HJR306,"TO RECOMMIT H.J. RES. 306, WITHOUT INSTRUCTIONS."
76,House,72,gov,national,N,HJR306,"TO PASS H.J. RES. 306, WHICH REVISES THE NEUTRALITY ACT OF 1937 IN SEVERAL MAJOR WAYS:  IT REPEALS THE ARMS EMBARGO OF THE 1937 ACT, AND IT ALSO INCORPORATES THE CASH-AND-CARRY PROGRAM FOR ARMS PURCHASING AND SHIPMENT INTO THE ACT.  IT CONTINUES THE PROVISIONS OF THE 1937 NEUTRALITY ACT WHICH RELATE TO THE RESTRICTIONS ON AMERICAN CITIZENS DURING FOREIGN WARS, AND WHICH REGULATE AMERICAN COMMERCIAL ACTIVITY DURING WAR SITUATIONS."
76,House,89,gov,national,N,HRE320,"TO ORDER THE PREVIOUS QUESTION ON H. RES. 320, TO SEND H.J. RES. 306 TO CONFERENCE."
76,House,90,econ,,Y,HJR306,"TO INSTRUCT CONFREES TO SUPPORT AN AMENDMENT TO VORYS AMENDMENT TO H.J. RES. 306.  THE VORYS AMENDMENT PROHIBITS SALE OR SHIPMENT OF ARMS NOT ONLY TO BELLIGERENTS, BUT TO OTHER NEUTRAL NATIONS WHO MAY THEMSELVES SHIP SUCH ARMS TO WARRING POWERS.  THE WOLCOTT PROPOSAL FURTHER RESTRICTS AMERICAN COMMERCIAL ACTIVITIES DURING WARTIME BY PROHIBITING ANY TYPE OF FINANCIAL DEALING WITH BELLIGERENTS, OR WITH THE AGENTS OR ASSOCIATES OF BELLIGERENTS.  THE PENALTY FOR VIOLATION IS SET AT A MAXIMUM OF A $50,000 FINE OR 5 YEARS IMPRISONMENT."
76,House,91,econ,,Y,HJR306,"TO INSTRUCT THE CONFEREES ON H.J. RES. 306, TO SUPPORT THE PROVISION THAT, WHEN THE PRESIDENT DECLARES A STATE OF BELLIGERENCE TO EXIST, AMERICANS ARE IMMEDIATELY THEREBY PROHIBITED FROM SELLING ARMS, NOT ONLY TO THE BELLIGERENTS THEMSELVES, BUT TO ANY NEUTRAL STATE FOR THE PURPOSE OF TRANSHIPMENT TO THE WARRING STATES."
76,House,92,econ,,Y,HJR306,"TO INSTRUCT THE CONFEREES OF H.J. RES. 306 TO INSIST UPON AN EXPANSION OF SECTION 2, TO INCLUDE, NOT ONLY A PROHIBITION OF ARMS SALES TO BELLIGERENTS NAMED BY THE PRESIDENT, BUT A PROHIBITION OF ARMS TRADE WITH INTERMEDIATE NEUTRALS; THE ISSUANCE , AT INTERVALS, OF FURTHER PRESIDENTIAL PROCLAMATIONS INCREASING, IF NECESSARY, THE EMBARGO AND ENUMERATING  ALL ITEMS PLACED ON IT, AND THE CREATION OF PENALTIES TO DEAL WITH VIOLATIONS OF THE LAW."
76,House,93,econ,,N,HJR306,"TO AGREE TO THE CONFERENCE REPORT ON H.J. RES. 306 THA CONFERENCE REPORT CHANGES THE HOUSE'S ORIGINAL PROPOSAL, IN PART, BY GIVING THE PRESIDENT THE POWER TO DETERMINE WHERE ""COMBAT-ZONES,"" WHERE AMERICAN SHIPPING IS NOT PERMITTED TO GO, EXIST; ALSO, THE CONFERENCE REPORT INCORPORATES THE SENATE PROVISION THAT INDIVIDUALS FROM BELLIGERENT STATES, MAY BUY GOODS AND/OR NEGOTIATE LOANS FROM AMERICAN FIRMS."
76,House,115,mil,appropriations,N,HR8026,"TO PASS H.R. 8026, AUTHORIZATION OF CONSTRUCTION OF NAVAL VESSELS."
76,House,127,mil,construction,N,HR9209,"TO AMEND H.R. 9209, MILITARY ESTABLISHMENT APPROPRIATION BILL, BY ELIMINATING AN APPROPRIATION OF $1 MILLION FOR THE ACQUISITION OF C. 50,000 ACRES OF ADDITIONAL LAND FOR FORT KNOX."
76,House,158,mil,appropriations,N,HR9850,"TO PASS H.R. 9850, A BILL TO EXPEDITE THE STRENGTHENING OF THE NATIONAL DEFENSE."
76,House,162,mil,appropriations,N,HR9822,"TO PASS H.R. 9822, A BILL TO EXPEDITE NAVAL SHIPBUILDING."
76,House,163,mil,appropriations,N,HR9848,"TO PASS H.R. 9848, A BILL TO AUTHORIZE CONSTRUCTION OR ACQUISITION OF NAVAL AIRCRAFT AND THE CONSTRUCTION OF CERTAIN PUBLIC WORKS."
76,House,177,mil,appropriations,N,HR10055,"TO PASS H.R. 10055, FIRST SUPPLEMENTAL NATIONAL DEFENSE APPROPRIATION BILL."
76,House,193,gov,national,Y,HJR583,"TO RECOMMIT H.J. RES. 583, A BILL MAKING ADDITIONAL APPROPRIATIONS FOR T.V.A. TO PROVIDE FACILITIES TO EXPEDITE THE NATIONAL DEFENSE, TO THE COMMITTEE ON APPROPRIATIONS, WITH INSTRUCTIONS TO AMEND THE BILL BY STRIKING THE AUTHORIZATION FOR A HYDROELECTRIC DAM, AND ORDERING THAT STEAM POWER BE EMPLOYED IN ITS PLACE FOR THE PRODUCTION OF ALUMINUM FOR DEFENSE CONSTRUCTION."
76,House,194,gov,national,N,HJR583,"TO PASS H.J. RES. 583, A BILL MAKING ADDITIONAL APPROPRIATIONS FOR THE TENNESSEE VALLEY AUTHORITY, TO PROVIDE FACILITIES TO EXPEDITE THE NATIONAL DEFENSE."
76,House,201,mil,,N,SJR286,"TO PASS S.J. RES. 286, AUTHORIZING THE PRESIDENT TO ORDER NATIONAL GUARD AND RESERVES INTO ACTIVE MILITARY SERVICE."
76,House,203,econ,,Y,HR10361,"TO RECOMMIT H.R. 10361, INCREASING LENDING AUTHORITY OF EXPORT-IMPORT BANK OF WASHINGTON, TO COMMITTEE ON BANKING AND CURRENCY, WITH INSTRUCTIONS TO (1) CUT THE LENDING LIMIT FROM $1.5 BILLION TO $1 BILLION, (2) REMOVE SECTION I, WHICH ALLOWS $0.5 BILLION IN LOANS TO BE MADE TO WESTERN HEMIS. COUNTRIES, (3) REMOVE SECTION III, WHICH PROVIDES FOR THE ALLOCATION OF FUNDS TO STABILIZE THE ECONOMIC CONDITION OF A FOREIGN COUNTRY, IF DEEMED NECESSARY BY THE PRESIDENT."
76,House,204,econ,,N,HR10361,"TO PASS H.R. 10361, A BILL INCREASING THE LENDING AUTHORITY OF EXPORT-IMPORT BANK OF WASHINGTON TO $1.5 BILLION.  $1 BILLION OF THE AUTHORIZED FUNDS IS TO GO TO THE RECONSTRUCTION FINANCE CORP. FOR DEFENSE PURPOSES.  $0.5 BILLION IS TO BE LENT TO OTHER COUNTRIES IN THE WESTERN HEMISPHERE."
76,House,210,mil,draft,Y,HR10132,"TO AMEND H.R. 10132, SELECTIVE COMPULSORY MILITARY TRAINING AND SERVICE, BY PROVIDING THAT BEFORE THE PRESIDENT DRAFTS THE 400,000 MEN AUTHORIZED BY CONGRESS, HE PUT OUT A CALL FOR VOLUNTEERS."
76,House,211,gov,national,N,HR10132,"TO AMEND H.R. 10132, BY AUTHORIZING THE PRESIDENT TO REQUIRE PRIVATE FIRMS TO PRODUCE GOODS NEEDED FOR THE NATIONAL DEFENSE, AND TO PUNISH ANY FIRM OR INDIVIDUAL WHO REFUSES TO OBEY THE GOVERNMENTAL DIRECTIVE."
76,House,212,mil,draft,Y,HR10132,"TO RECOMMIT H.R. 10132 TO THE COMMITTEE ON MILITARY AFFAIRS WITH INSTRUCTIONS TO AMEND THE BILL TO PROVIDE, THAT LOCAL DRAFT BOARDS BE BIPARTISAN, AND THAT THE PRESIDENT BE ORDERED TO CREATE APPEAL BOARDS."
76,House,213,mil,draft,N,HR10132,TO PASS H.R. 10132.
76,House,215,econ,,N,HR10361,"TO AGREE TO THE CONFERENCE REPORT ON H.R. 10361, A BILL FOR INCREASING THE LENDING AUTHORITY OF THE EXPORT-IMPORT BANK OF WASHINGTON."
76,House,216,mil,draft,N,S4164,"TO AGREE TO THE CONFERENCE REPORT ON S. 4164, THE SELECTIVE TRAINING AND SERVICE ACT OF 1940.  (AS PASSED BY THE HOUSE, THIS WAS H.R. 10132)."
76,Senate,6,mil,appropriations,N,HR3791,"TO AMEND H.R. 3791, A BILL TO PROVIDE FOR THE NATIONAL DEFENSE, BY RAISING THE LIMIT OF AIRPLANE PRODUCTION FROM 5,500 TO 6,000."
76,Senate,7,mil,appropriations,N,HR3791,"TO PASS H.R. 3791, A BILL TO PROVIDE FOR THE NATIONAL DEFENSE."
76,Senate,15,gov,national,Y,S572,"TO AMEND S. 572, A BILL RELATING TO THE ACQUISITION OF STRATEGIC AND CRITICAL MATERIALS, BY PROVIDING THAT ""IF ANY STRATEGIC OR CRITICAL MATERIALS ARE, IN PURSUANCE OF THIS ACT, PURCHASED FROM ANY FOREIGN GOVERNMENT OR AGENCY THAT IS INDEBTED TO THE UNITED STATES, THE DEPARTMENTS OR OFFICIALS WHO REPRESENT THIS GOVERNMENT IN THE TRANSACTION SHALL ENDEAVOR TO HAVE THE AMOUNT OF SUCH PURCHASE OR PURCHASES CREDITED ON THE INDEBTEDNESS OF SUCH FOREIGN GOVERNMENT OR AGENCY TO THE UNITED STATES INSTEAD OF OBLIGATING THIS GOVERNMENT TO PAY THEREFOR IN CASH OR ITS EQUIVALENT."""
76,Senate,16,mil,appropriations,Y,S572,"TO AMEND S. 572, BY REDUCING THE APPROPRIATION FOR THE PURCHASE OF CRITICAL AND STRATEGIC MATERIALS FROM $25,000,000 TO $10,000,000."
76,Senate,17,mil,appropriations,N,S572,TO PASS S. 572.
76,Senate,27,mil,appropriations,N,HR6149,"TO PASS H.R. 6149 A BILL MAKING APPROPRIATIONS FOR THE NAVY DEPARTMENT AND THE NAVAL SERVICE FOR THE FISCAL YEAR ENDING JUNE 30, 1940."
76,Senate,36,gov,national,N,HR6392,"TO AMEND H.R. 6392, A BILL MAKING APPROPRIATIONS FOR THE STATE DEPARTMENT, BY INCREASING THE APPROPRIATION FOR THE OFFICE OF THE SECRETARY OF COMMERCE FROM $381,500 TO $606,500 FOR THE PURPOSE OF EMPLOYING EXPERT BUSINESSMEN."
76,Senate,68,gov,treaty,N,EXB7,"RATIFICATION OF EXECUTIVE B, A GENERAL TREATY BETWEEN THE UNITED STATES AND THE REPUBLIC OF PANAMA."
76,Senate,95,gov,national,Y,HJR306,"TO RECOMMIT H.J.RES. 306, NEUTRALITY ACT OF 1939, TO THE COMMITTEE ON FOREIGN RELATIONS WITH INSTRUCTIONS."
76,Senate,96,gov,national,Y,HJR306,"TO AMEND H.J.RES. 306, PROVIDING THAT ""SO LONG AS THE PRESENT WAR BETWEEN GREAT BRITAIN, FRANCE, GERMANY, AND OTHER COUNTRIES CONTINUES, ALL WATERS WITHIN 300 MILES OF THE CONTINENT OF EUROPE, OF GREAT BRITAIN, OF IRELAND, ARE HEREBY DECLARED TO BE A COMBAT AREA, WITH THE SAME LEGAL EFFECT AS IF THE PRESIDENT HAD PROCLAIMED SUCH WATERS A COMBAT AREA."""
76,Senate,97,gov,national,Y,HJR306,"TO AMEND H.J.RES. 306, BY REQUIRING THAT ""NO LICENSE SHALL BE ISSUED BY SAID BOARD FOR THE EXPORT OF AIRCRAFT OF ANY TYPE, WHETHER ASSEMBLED OR UNASSEMBLED, AND ALL ENGINES AND PARTS THEREOF AS DESCRIBED IN CATEGORY III AND CATEGORY V OF PRESIDENTIAL PROCLAMATION NO. 2,237, ISSUED MAY 1, 1937, UNTIL THERE SHALL HAVE BEEN DELIVERED TO THE ARMY AND NAVY OF THE UNITED STATES AT LEAST 3,000 COMPLETELY EQUIPPED MILLITARY AND NAVAL AIRCRAFT OR SUCH LARGER NUMBER AS SHALL BE CERTIFIED BY THE GENERAL STAFF TO BE NECESSARY FOR THE DEFENSE OF THE UNITED STATES. UPON SUCH CERTIFICATION OF THE BOARD, LICENSES TO EXPORT SUCH AIRCRAFT MAY BE ISSUED."""
76,Senate,98,gov,national,Y,HJR306,"TO AMEND H.J.RES. 306, BY REQUIRING THAT TWO MEMBERS OF THE SENATE AND TWO MEMBERS OF THE HOUSE BE APPOINTED TO THE NATIONAL MUNITIONS CONTROL BOARD."
76,Senate,99,gov,national,Y,HJR306,"TO AMEND H.J.RES. 306, BY REDUCING THE PRESIDENT'S DISCRETION IN DECIDING WHEN A STATE OF WAR BETWEEN TWO FOREIGN STATES EXISTED."
76,Senate,100,gov,national,N,HJR306,"TO AMEND H.J.RES. 306, BY ELIMINATING THE RIGHT OF CONGRESS BY CONCURRENT RESOLUTION TO DECLARE THAT A STATE OF WAR EXISTED BETWEEN TWO FOREIGN STATES."
